genetics_bool,genetic_sd,slot_duration,start_abdominal,timestep,simultaneous_fixation,clutch_m,clutch_sd,noise_sd,n_embryos,smallest_n,total_clutches,chisquare,chi_pvalue,pearsonsR,Rsquared,pear_pvalue
True,10,15,42,2,False,10,6,20,809,9,81,6.69230769231,0.350241790135,0.96288267072,0.927143037573,0.0
False,0,120,42,2,False,10,6,20,759,113,73,8.46511627907,0.205968411606,0.975409749195,0.951424178824,0.0
True,5,15,42,2,False,10,6,20,650,5,67,2.73333333333,0.841494448774,0.982827910874,0.965950702393,0.0
False,0,120,42,2,True,10,6,20,722,64,73,2.17647058824,0.902774083774,0.976263026294,0.953089496508,0.0
True,5,30,42,2,False,10,6,20,820,22,79,1.60964912281,0.951881195334,0.973106908377,0.946937055132,0.0
False,0,120,42,2,False,10,6,20,740,116,67,1.25769854133,0.973938950223,0.975767912467,0.952123019,0.0
True,10,60,42,2,False,10,6,20,633,38,67,8.38676844784,0.211114513259,0.962651578833,0.926698062229,0.0
True,10,60,42,2,False,10,6,20,889,60,87,16.6655896607,0.0105941061752,0.958361713488,0.918457173879,0.0
True,10,60,42,2,True,10,6,20,646,36,66,6.68306010929,0.351154321115,0.952865524627,0.907952708022,0.0
True,5,120,42,2,True,10,6,20,644,72,69,8.82887700535,0.183433092325,0.973655866891,0.948005747131,0.0
True,5,60,42,2,False,10,6,20,713,48,75,5.12676056338,0.527661099957,0.973881455676,0.948445089711,0.0
True,5,60,42,2,False,10,6,20,564,35,56,1.74863387978,0.94130523366,0.977308802018,0.955132494501,0.0
True,10,60,42,2,False,10,6,20,736,48,79,4.19583333333,0.650193913819,0.961349705529,0.92419325632,0.0
True,10,60,42,2,True,10,6,20,712,16,71,29.6626506024,4.55586839311e-05,0.969072595953,0.939101696227,0.0
False,0,30,42,2,True,10,6,20,809,12,70,0.96442687747,0.986924931043,0.987880434653,0.975907753171,0.0
True,10,60,42,2,True,10,6,20,648,26,67,47.8181818182,1.28469164456e-08,0.966294590737,0.933725236087,0.0
True,5,120,42,2,False,10,6,20,835,124,80,2.41411042945,0.877953519949,0.973605278562,0.947907238444,0.0
True,5,30,42,2,False,10,6,20,651,19,58,1.19582245431,0.977090551109,0.977339959754,0.955193396933,0.0
False,0,15,42,2,False,10,6,20,751,6,72,3.792,0.704800123612,0.987641734155,0.975436195045,0.0
False,0,60,42,2,True,10,6,20,800,32,81,1.25525525526,0.974067574472,0.981765015308,0.963862545283,0.0
False,0,60,42,2,False,10,6,20,822,51,75,4.13257575758,0.658740699587,0.984375815843,0.968995746817,0.0
True,5,120,42,2,True,10,6,20,676,74,69,16.1204188482,0.0131220192467,0.970339600027,0.941558939381,0.0
False,0,30,42,2,True,10,6,20,726,8,74,11.6987951807,0.0690356755355,0.983739469733,0.96774334431,0.0
False,0,120,42,2,True,10,6,20,839,125,90,22.2680412371,0.00108261852286,0.974885283488,0.950401315962,0.0
True,10,60,42,2,False,10,6,20,794,39,76,1.03448275862,0.98427127639,0.960437923268,0.922441004452,0.0
False,0,30,42,2,False,10,6,20,613,17,69,1.21212121212,0.976281775836,0.986397001214,0.972979044004,0.0
False,0,120,42,2,False,10,6,20,600,86,66,0.522123893805,0.997558767313,0.975427748612,0.951459292762,0.0
False,0,30,42,2,False,10,6,20,850,27,87,1.32049036778,0.970515828635,0.988183879881,0.976507380457,0.0
False,0,60,42,2,False,10,6,20,878,61,76,1.3082942097,0.971198381197,0.9851561944,0.970532727364,0.0
True,5,120,42,2,True,10,6,20,810,97,78,15.5146443515,0.0166102732565,0.973441984333,0.947589296863,0.0
True,5,60,42,2,True,10,6,20,622,20,67,16.2692307692,0.0123795773501,0.97487625943,0.9503837212,0.0
False,0,120,42,2,False,10,6,20,723,101,67,1.70554493308,0.944692386991,0.97152754161,0.943865764106,0.0
False,0,60,42,2,True,10,6,20,727,28,70,1.04109589041,0.98400633327,0.982230045543,0.964775862367,0.0
True,5,15,42,2,False,10,6,20,705,7,74,10.0,0.124652019483,0.980287007818,0.960962617696,0.0
False,0,30,42,2,True,10,6,20,612,3,62,0.548387096774,0.997198881824,0.989812834389,0.979729447121,0.0
False,0,120,42,2,True,10,6,20,928,94,85,8.368,0.212363045113,0.972295936275,0.945359387696,0.0
True,5,30,42,2,True,10,6,20,734,6,73,3.359375,0.762575399249,0.977307558799,0.955130064487,0.0
True,5,120,42,2,True,10,6,20,828,102,82,51.1102204409,2.81474009968e-09,0.971122832468,0.943079555741,0.0
False,0,30,42,2,False,10,6,20,559,16,57,1.85207100592,0.932788309916,0.987961244488,0.97606742061,0.0
True,5,15,42,2,False,10,6,20,760,10,72,2.49514563107,0.869010550643,0.976761870213,0.954063751103,0.0
True,10,60,42,2,True,10,6,20,690,18,69,3.53846153846,0.738845723822,0.946110844911,0.895125730858,0.0
False,0,60,42,2,False,10,6,20,676,41,68,0.774193548387,0.992747823472,0.984897513352,0.970023111808,0.0
True,5,15,42,2,False,10,6,20,915,9,89,3.77595628415,0.706964840757,0.979851105411,0.960108188775,0.0
True,10,60,42,2,False,10,6,20,708,50,75,2.50693069307,0.867691205533,0.959815581041,0.921245949608,0.0
False,0,30,42,2,True,10,6,20,883,13,87,0.686131386861,0.994785488352,0.987978257017,0.976101036339,0.0
False,0,120,42,2,True,10,6,20,560,63,60,5.625,0.466479324648,0.974241518583,0.949146536531,0.0
True,10,120,42,2,True,10,6,20,795,91,71,60.34375,3.83233755374e-11,0.940250332418,0.884070687613,0.0
True,10,15,42,2,False,10,6,20,814,9,68,14.9863760218,0.02036294402,0.961450163469,0.924386416835,0.0
True,5,60,42,2,True,10,6,20,800,20,73,7.77570093458,0.255000938488,0.975638172544,0.951869843725,0.0
False,0,30,42,2,False,10,6,20,654,17,69,0.785310734463,0.992461755526,0.988404538316,0.976943531363,0.0
True,10,60,42,2,True,10,6,20,807,43,85,16.3771929825,0.011866419379,0.946893054921,0.896606457458,0.0
False,0,15,42,2,False,10,6,20,712,5,68,1.53333333333,0.957249670288,0.988094897534,0.976331526532,0.0
True,5,30,42,2,True,10,6,20,744,2,78,0.487804878049,0.997983751522,0.976400377094,0.95335769639,0.0
True,5,120,42,2,False,10,6,20,748,104,69,6.43866171004,0.375883979819,0.972146346219,0.945068518468,0.0
False,0,120,42,2,False,10,6,20,860,134,88,3.29775280899,0.770653900164,0.976133251144,0.95283612399,0.0
False,0,15,42,2,False,10,6,20,689,7,72,0.761904761905,0.993056419353,0.988533617527,0.97719871298,0.0
False,0,120,42,2,True,10,6,20,804,53,84,5.89361702128,0.435212197186,0.975142811197,0.950903502229,0.0
True,10,30,42,2,False,10,6,20,906,27,83,6.61333333333,0.358089365724,0.958177194457,0.918103535977,0.0
False,0,60,42,2,False,10,6,20,686,38,66,1.47103274559,0.961395479071,0.985855009268,0.9719100993,0.0
False,0,60,42,2,False,10,6,20,742,52,72,4.69230769231,0.583837920676,0.985518583138,0.97124687771,0.0
True,10,120,42,2,False,10,6,20,563,80,60,6.42,0.377820631283,0.936571165966,0.877165548919,1.28804040204e-257
False,0,15,42,2,False,10,6,20,722,6,67,3.39920948617,0.757327542567,0.988391466443,0.976917690937,0.0
True,10,30,42,2,False,10,6,20,589,17,59,4.75504322767,0.575592464834,0.963859682057,0.929025486696,0.0
True,5,120,42,2,True,10,6,20,589,68,61,19.7267759563,0.0030970638511,0.971320036225,0.943462612773,0.0
True,10,60,42,2,True,10,6,20,708,11,65,14.9818181818,0.0203986010324,0.963465972877,0.928266680892,0.0
True,5,120,42,2,False,10,6,20,709,106,74,3.8503649635,0.696917693134,0.962931855825,0.927237758963,0.0
True,5,120,42,2,False,10,6,20,693,103,70,5.89189189189,0.4354088694,0.961055963088,0.923628564188,0.0
False,0,30,42,2,False,10,6,20,640,16,67,2.61027190332,0.855928103228,0.987897525517,0.975941520923,0.0
False,0,30,42,2,True,10,6,20,724,2,73,2.0,0.919698602929,0.986473599568,0.973130162645,0.0
True,10,15,42,2,False,10,6,20,551,2,60,3.33333333333,0.765995500397,0.969064922948,0.939086824889,0.0
True,5,30,42,2,True,10,6,20,704,3,68,1.6,0.952577403929,0.979585192631,0.959587149623,0.0
False,0,30,42,2,False,10,6,20,685,21,66,1.39682539683,0.966051247691,0.988066924358,0.97627624701,0.0
False,0,60,42,2,False,10,6,20,802,52,81,1.75779816514,0.94057250514,0.983183366535,0.966649532231,0.0
False,0,30,42,2,False,10,6,20,879,27,82,1.84098939929,0.933726360139,0.985659601839,0.971524850697,0.0
True,5,60,42,2,True,10,6,20,854,32,79,19.4390243902,0.00348299366766,0.981213778608,0.962780479331,0.0
False,0,15,42,2,False,10,6,20,760,10,71,3.06024096386,0.801248874112,0.989706117267,0.979518198556,0.0
True,5,30,42,2,False,10,6,20,774,20,75,1.57004830918,0.954706454647,0.979583725946,0.959584276138,0.0
False,0,120,42,2,True,10,6,20,754,64,67,5.12,0.528517049463,0.973633818001,0.947962811555,0.0
False,0,15,42,2,False,10,6,20,657,8,72,1.80415430267,0.936800606567,0.988048770387,0.976240372662,0.0
False,0,60,42,2,False,10,6,20,768,51,81,3.51606805293,0.741830698182,0.985356481458,0.970927395551,0.0
False,0,30,42,2,True,10,6,20,760,9,73,3.57219251337,0.734341340023,0.985150998429,0.970522489706,0.0
True,10,30,42,2,False,10,6,20,824,23,79,12.8652173913,0.0452269405953,0.945100092537,0.893214184913,0.0
True,5,60,42,2,False,10,6,20,715,42,74,7.80952380952,0.25239290627,0.977505872876,0.955517731507,0.0
False,0,120,42,2,True,10,6,20,783,67,76,10.0294985251,0.123415256681,0.971443301449,0.94370208793,0.0
True,5,30,42,2,False,10,6,20,786,24,77,1.22645290581,0.975557966009,0.980421723955,0.961226756803,0.0
False,0,60,42,2,False,10,6,20,643,42,61,1.55862068966,0.955505927307,0.983334449791,0.966946640146,0.0
False,0,30,42,2,True,10,6,20,842,4,85,0.746987951807,0.993420327053,0.986911203865,0.973993724314,0.0
False,0,120,42,2,False,10,6,20,675,89,69,1.04555314534,0.983826350331,0.974829420605,0.950292399277,0.0
False,0,120,42,2,False,10,6,20,667,94,66,6.52,0.36752284494,0.975357072144,0.951321418182,0.0
True,5,15,42,2,False,10,6,20,758,9,77,0.965147453083,0.986899053577,0.980676792073,0.961726970511,0.0
False,0,60,42,2,False,10,6,20,696,47,65,3.97525773196,0.680024875198,0.985579996973,0.971367930433,0.0
True,5,60,42,2,True,10,6,20,673,21,60,5.14814814815,0.524957433275,0.981772067683,0.963876392882,0.0
True,10,120,42,2,True,10,6,20,830,65,76,6.97660818713,0.323015884395,0.94538377077,0.893750474036,0.0
False,0,30,42,2,True,10,6,20,796,11,68,1.78632478632,0.93826423783,0.98620634531,0.972602955529,0.0
True,10,30,42,2,False,10,6,20,836,26,79,8.28782287823,0.217765910944,0.961161977875,0.923832347713,0.0
True,10,30,42,2,False,10,6,20,755,22,71,2.25,0.895330632637,0.970033300675,0.940964604418,0.0
False,0,120,42,2,True,10,6,20,661,75,63,7.98554216867,0.239164438624,0.972607015693,0.945964406975,0.0
False,0,120,42,2,False,10,6,20,697,108,68,2.13120567376,0.907244610157,0.975268762234,0.95114915859,0.0
True,10,60,42,2,False,10,6,20,717,42,67,15.7694117647,0.0150466222827,0.954252232302,0.910597322853,0.0
False,0,60,42,2,False,10,6,20,650,45,73,3.4085106383,0.756099478341,0.984462169459,0.969165763096,0.0
False,0,60,42,2,False,10,6,20,632,43,69,2.85714285714,0.82655153385,0.983698017242,0.967661789125,0.0
True,10,15,42,2,False,10,6,20,605,5,70,16.4390243902,0.0115818160037,0.952747311933,0.907727440395,3.17636141147e-314
True,10,60,42,2,False,10,6,20,895,62,77,8.28888888889,0.21769333633,0.954379792853,0.910840789005,0.0
False,0,60,42,2,False,10,6,20,740,50,77,0.693333333333,0.994633811575,0.984343685453,0.968932491092,0.0
True,5,60,42,2,False,10,6,20,699,50,65,7.30604288499,0.293469399972,0.974896780303,0.950423732245,0.0
False,0,60,42,2,True,10,6,20,736,46,71,9.24637681159,0.160188762871,0.982827769618,0.965950424732,0.0
True,5,30,42,2,False,10,6,20,733,17,77,2.2191011236,0.898485436495,0.983184001059,0.966650779938,0.0
True,5,120,42,2,False,10,6,20,788,107,75,1.86572438163,0.93162424903,0.973554585681,0.947808531301,0.0
True,10,15,42,2,False,10,6,20,704,6,76,6.22857142857,0.398078687522,0.956518366866,0.914927386151,0.0
False,0,30,42,2,False,10,6,20,923,31,79,4.45329249617,0.615577721617,0.98505568019,0.970334693074,0.0
False,0,60,42,2,False,10,6,20,799,57,78,1.29118136439,0.972141743901,0.984354218847,0.968953228162,0.0
False,0,15,42,2,False,10,6,20,713,7,72,2.0618556701,0.913922687296,0.988172496451,0.976484882743,0.0
False,0,30,42,2,False,10,6,20,778,22,77,1.10769230769,0.981198533562,0.987023352888,0.974215099147,0.0
False,0,30,42,2,True,10,6,20,881,3,83,1.1875,0.977497622969,0.985741415739,0.971686138703,0.0
False,0,60,42,2,False,10,6,20,868,56,87,1.27364864865,0.973090846126,0.98561362506,0.971434217904,0.0
False,0,120,42,2,False,10,6,20,885,132,82,3.09482758621,0.796854350477,0.973989991876,0.948656504275,0.0
True,10,15,42,2,False,10,6,20,842,9,79,8.92098092643,0.178071062187,0.940842402432,0.885184426215,0.0
True,10,120,42,2,False,10,6,20,662,102,59,3.72908366534,0.713282996087,0.951856780089,0.906031329802,0.0
True,10,120,42,2,True,10,6,20,703,95,68,17.1201716738,0.00885159560189,0.956369353912,0.914642341102,0.0
False,0,60,42,2,False,10,6,20,832,56,80,1.98310810811,0.921245568857,0.98515979213,0.970539816029,0.0
False,0,60,42,2,True,10,6,20,677,23,67,3.48333333333,0.746185787162,0.985062855447,0.970348829181,0.0
False,0,120,42,2,False,10,6,20,607,90,57,2.86767895879,0.825261922392,0.975039692672,0.950702402286,0.0
False,0,15,42,2,False,10,6,20,656,6,69,1.02788844622,0.984532976713,0.987720874971,0.975592526854,0.0
False,0,15,42,2,False,10,6,20,779,10,75,0.448687350835,0.998408041368,0.988030367137,0.976204006385,0.0
True,5,15,42,2,False,10,6,20,817,9,79,2.608,0.85619034181,0.980301668469,0.960991361204,0.0
False,0,60,42,2,False,10,6,20,914,67,92,1.31830985915,0.970638484058,0.983631774621,0.967531468044,0.0
True,5,120,42,2,True,10,6,20,638,64,64,10.2194357367,0.11571010309,0.967032817045,0.935152469242,0.0
True,10,60,42,2,False,10,6,20,801,52,73,10.7733333333,0.0956395855786,0.94830271814,0.899278045231,0.0
True,5,15,42,2,False,10,6,20,783,9,76,1.68700265252,0.946120269391,0.980264395097,0.960918284294,0.0
True,5,120,42,2,False,10,6,20,752,117,72,0.818923327896,0.991556653155,0.970551505384,0.941970224602,0.0
False,0,15,42,2,False,10,6,20,856,10,86,3.66746987952,0.721571501076,0.986797526629,0.97376935856,0.0
True,5,15,42,2,False,10,6,20,683,7,71,0.59385665529,0.996502017011,0.979579513869,0.959576023993,0.0
True,10,60,42,2,True,10,6,20,893,49,90,15.9269776876,0.0141513207085,0.950754700705,0.903934500912,0.0
False,0,15,42,2,False,10,6,20,711,7,72,1.58075601375,0.953950902236,0.988908534384,0.977940089378,0.0
True,10,15,42,2,False,10,6,20,668,6,64,4.40663900415,0.621823781582,0.966106613129,0.933361987931,0.0
True,10,30,42,2,False,10,6,20,768,19,78,10.2857142857,0.113124234667,0.962649179805,0.926693443379,0.0
False,0,30,42,2,True,10,6,20,705,2,81,2.0,0.919698602929,0.984792626535,0.969816517277,0.0
True,10,15,42,2,False,10,6,20,759,7,75,4.97435897436,0.547105968568,0.952535931285,0.907324700389,0.0
False,0,60,42,2,False,10,6,20,675,43,68,1.95111111111,0.924139507403,0.985810918205,0.971823166451,0.0
False,0,60,42,2,True,10,6,20,725,13,70,2.97058823529,0.812529170735,0.985310709925,0.970837195093,0.0
False,0,120,42,2,True,10,6,20,853,77,84,11.9814814815,0.0623832071557,0.976079176773,0.952730559329,0.0
False,0,60,42,2,True,10,6,20,630,14,67,8.57534246575,0.198906334002,0.987032997422,0.974234138,0.0
True,10,15,42,2,False,10,6,20,718,5,71,9.76649746193,0.134836012006,0.961171013322,0.923849716851,0.0
True,10,120,42,2,True,10,6,20,796,60,75,7.45110410095,0.281134227155,0.933167435388,0.870801462468,0.0
False,0,60,42,2,False,10,6,20,687,47,69,1.77049180328,0.939550496044,0.983675405642,0.967617303666,0.0
True,10,15,42,2,False,10,6,20,782,10,70,5.17444717445,0.521641733718,0.949101458858,0.900793579206,0.0
True,5,30,42,2,False,10,6,20,784,19,81,2.0701754386,0.913132684656,0.983167502373,0.966618337722,0.0
False,0,15,42,2,False,10,6,20,657,6,69,0.916334661355,0.98858596039,0.987544183218,0.975243513808,0.0
False,0,120,42,2,True,10,6,20,804,96,83,12.2955465587,0.0556911103746,0.979436393657,0.959295649221,0.0
False,0,60,42,2,True,10,6,20,649,9,70,1.89130434783,0.92941882614,0.987532571376,0.975220579529,0.0
True,10,120,42,2,True,10,6,20,617,70,66,87.0555555556,1.23759154393e-16,0.93307960876,0.870637556283,2.6201588596e-275
True,5,60,42,2,False,10,6,20,689,46,67,4.98333333333,0.545952520464,0.980740535206,0.961851997396,0.0
True,10,60,42,2,True,10,6,20,803,33,77,42.6548672566,1.36499539257e-07,0.963467783474,0.928270169792,0.0
False,0,15,42,2,False,10,6,20,675,6,78,2.015625,0.918255975113,0.987155063771,0.974475119929,0.0
False,0,120,42,2,True,10,6,20,710,111,67,24.8013816926,0.000371607504313,0.975959141084,0.952496245065,0.0
True,10,60,42,2,True,10,6,20,803,23,70,17.8285714286,0.00667519272049,0.947730289227,0.898192701119,0.0
False,0,15,42,2,False,10,6,20,824,10,83,0.786885245902,0.992420708638,0.987876798588,0.975900569188,0.0
False,0,15,42,2,False,10,6,20,772,7,71,0.571428571429,0.996857633671,0.986980662421,0.974130827993,0.0
True,5,30,42,2,False,10,6,20,722,21,77,4.80898876404,0.568534950829,0.97732975257,0.955173445259,0.0
True,10,60,42,2,True,10,6,20,593,19,63,4.69230769231,0.583837920676,0.955763269445,0.91348342722,2.80794255357e-316
False,0,120,42,2,True,10,6,20,851,99,73,5.48461538462,0.483318091869,0.977554640716,0.955613075585,0.0
True,10,60,42,2,False,10,6,20,758,48,76,5.73443983402,0.453585995345,0.96039960959,0.922367410101,0.0
True,10,120,42,2,True,10,6,20,832,87,84,17.4806866953,0.00766989242328,0.951036014088,0.904469500092,0.0
False,0,60,42,2,True,10,6,20,620,10,55,3.46666666667,0.74839914136,0.982452902827,0.965213706272,0.0
False,0,30,42,2,False,10,6,20,884,23,86,2.11642411642,0.908685570431,0.988287629727,0.976712439072,0.0
True,10,120,42,2,False,10,6,20,617,93,65,2.92537313433,0.818153355527,0.925983622542,0.857445669216,2.45235606455e-262
False,0,60,42,2,False,10,6,20,659,47,72,1.55691056911,0.955624954573,0.986546581228,0.973274156933,0.0
True,5,30,42,2,True,10,6,20,723,5,72,2.66666666667,0.849368556151,0.981438456424,0.963221443747,0.0
True,10,30,42,2,False,10,6,20,735,24,74,4.29227557411,0.637189046079,0.964337459908,0.929946736582,0.0
True,5,15,42,2,False,10,6,20,708,9,75,1.30481283422,0.971391654014,0.981746710945,0.963826604451,0.0
True,5,15,42,2,False,10,6,20,727,7,73,2.87972508591,0.823784196353,0.978935521847,0.958314755933,0.0
False,0,120,42,2,False,10,6,20,777,119,76,2.23270440252,0.897101275733,0.97422189013,0.949108291208,0.0
True,5,60,42,2,True,10,6,20,828,27,81,5.23674911661,0.513826582898,0.976369381665,0.953297169453,0.0
False,0,15,42,2,False,10,6,20,683,6,71,2.0,0.919698602929,0.987297919111,0.97475718108,0.0
False,0,30,42,2,True,10,6,20,786,4,80,0.564705882353,0.996959697222,0.988895279813,0.977913874437,0.0
False,0,60,42,2,True,10,6,20,848,18,76,5.06735751295,0.53520353553,0.984137359383,0.968526342134,0.0
False,0,60,42,2,False,10,6,20,848,58,86,0.728758169935,0.993849275396,0.984907971068,0.970043711474,0.0
True,5,60,42,2,False,10,6,20,787,53,82,2.16087751371,0.90432389094,0.977184160505,0.954888883542,0.0
True,5,30,42,2,True,10,6,20,889,7,79,6.1744966443,0.40392963212,0.982557840641,0.965419910205,0.0
True,5,120,42,2,True,10,6,20,680,60,74,25.3230769231,0.00029747718572,0.958871397709,0.919434357344,0.0
True,5,120,42,2,False,10,6,20,797,129,78,3.16814159292,0.787466712686,0.967070935145,0.935226193603,0.0
True,5,60,42,2,True,10,6,20,734,33,72,19.4782608696,0.00342773392967,0.97196438901,0.944714773503,0.0
False,0,30,42,2,False,10,6,20,825,23,82,1.53623188406,0.957051571955,0.988419624208,0.976973353519,0.0
False,0,30,42,2,False,10,6,20,650,20,66,0.492822966507,0.997924745205,0.988608758828,0.977347278031,0.0
False,0,60,42,2,False,10,6,20,657,42,68,3.55555555556,0.736564201708,0.986116519002,0.972425789049,0.0
False,0,15,42,2,False,10,6,20,810,8,80,0.910179640719,0.988789188948,0.987228286464,0.974619689596,0.0
True,10,120,42,2,False,10,6,20,631,94,57,3.19915254237,0.783467987213,0.930359848781,0.865569448223,2.79446987101e-276
True,5,15,42,2,False,10,6,20,615,6,66,3.60483870968,0.729973134246,0.971392441057,0.943603274542,0.0
False,0,60,42,2,False,10,6,20,682,39,66,1.94711538462,0.924497525749,0.985363576824,0.970941378531,0.0
True,10,30,42,2,False,10,6,20,694,14,69,5.83448275862,0.441984715374,0.956595192877,0.915074363036,0.0
True,10,15,42,2,False,10,6,20,797,8,75,3.60365853659,0.730131187179,0.960470515701,0.92250361153,0.0
False,0,60,42,2,True,10,6,20,775,26,80,6.57358490566,0.362085820855,0.985364440874,0.970943081339,0.0
True,5,30,42,2,False,10,6,20,656,19,71,1.55443037975,0.955797296323,0.978792768349,0.958035283372,0.0
False,0,60,42,2,False,10,6,20,682,48,65,0.883534136546,0.989644662849,0.98542868921,0.971069701518,0.0
False,0,120,42,2,True,10,6,20,589,82,68,9.74407582938,0.135851545704,0.974416328401,0.949487181055,0.0
False,0,60,42,2,True,10,6,20,637,32,64,13.7916666667,0.0320519447663,0.987746109995,0.975642377809,0.0
False,0,120,42,2,True,10,6,20,873,53,88,5.40959409594,0.492450118222,0.977297063808,0.955109550928,0.0
False,0,60,42,2,False,10,6,20,672,47,68,3.23421588595,0.778928026156,0.985245822457,0.970709330669,0.0
True,10,30,42,2,False,10,6,20,665,17,67,17.7217391304,0.00696654147731,0.938921299655,0.881573206946,2.32791628814e-309
True,5,60,42,2,True,10,6,20,762,40,75,9.7033492823,0.137713403229,0.98106992883,0.962498205254,0.0
False,0,120,42,2,True,10,6,20,888,122,87,30.8072487644,2.75899922502e-05,0.972415715602,0.945592323951,0.0
True,5,120,42,2,True,10,6,20,726,80,79,36.5605700713,2.14455271245e-06,0.96501285644,0.931249813094,0.0
False,0,30,42,2,False,10,6,20,748,22,68,0.81917211329,0.991549727364,0.987393115827,0.974945165183,0.0
True,10,120,42,2,False,10,6,20,553,82,65,11.4436450839,0.0755953761319,0.921666984522,0.849470030358,1.00365274583e-228
True,10,120,42,2,False,10,6,20,817,114,77,3.70344827586,0.716734075139,0.941090625157,0.885651564759,0.0
False,0,15,42,2,False,10,6,20,802,7,74,0.71724137931,0.994111391407,0.987465383903,0.975087884407,0.0
True,10,15,42,2,False,10,6,20,614,6,68,0.712,0.994228422038,0.966293752479,0.933723616079,0.0
False,0,60,42,2,True,10,6,20,880,31,79,4.94704049844,0.5506233473,0.986297541746,0.972782840854,0.0
True,10,30,42,2,False,10,6,20,748,23,83,9.56331877729,0.144287357693,0.95914845103,0.919965751113,0.0
True,5,15,42,2,False,10,6,20,701,9,71,2.32432432432,0.887587267348,0.981090679463,0.962538921329,0.0
True,5,60,42,2,True,10,6,20,797,34,74,7.7994269341,0.253169214516,0.98364072882,0.967549083394,0.0
True,10,120,42,2,True,10,6,20,568,44,56,29.3534482759,5.21463477678e-05,0.934154145837,0.872643968184,1.88509729388e-255
False,0,60,42,2,False,10,6,20,678,43,71,1.04231625835,0.983957168093,0.984493237762,0.969226935199,0.0
False,0,120,42,2,True,10,6,20,902,115,84,4.944,0.551015398405,0.972555550691,0.94586429918,0.0
False,0,120,42,2,True,10,6,20,772,74,67,9.14358974359,0.165662272257,0.977376367568,0.955264563881,0.0
True,10,120,42,2,False,10,6,20,760,118,71,13.4043993232,0.0370451143217,0.945394299874,0.893770382235,0.0
False,0,15,42,2,False,10,6,20,684,5,60,2.71219512195,0.844004750067,0.988297999605,0.976732936024,0.0
True,10,60,42,2,True,10,6,20,722,32,74,7.14376996805,0.307755954109,0.935379215401,0.874934276603,0.0
False,0,15,42,2,False,10,6,20,763,9,77,1.08707124011,0.982095164879,0.98705734055,0.974282193534,0.0
False,0,120,42,2,True,10,6,20,639,47,61,8.34285714286,0.2140452322,0.969670260947,0.940260414965,0.0
False,0,120,42,2,True,10,6,20,549,53,65,29.6579925651,4.56515330464e-05,0.975246963116,0.951106639067,0.0
False,0,15,42,2,False,10,6,20,775,9,73,0.659574468085,0.995322287074,0.988745758615,0.977618175179,0.0
True,5,30,42,2,False,10,6,20,643,21,69,2.43020594966,0.876195499296,0.976141948338,0.952853103306,0.0
False,0,30,42,2,False,10,6,20,801,25,80,1.76937618147,0.93964064794,0.987878487059,0.975903905194,0.0
False,0,15,42,2,False,10,6,20,651,5,62,3.52336448598,0.740858602302,0.987283299901,0.974728314264,0.0
False,0,120,42,2,False,10,6,20,593,94,58,4.5162601626,0.607171216892,0.972145406274,0.945066690939,0.0
False,0,15,42,2,False,10,6,20,640,4,63,2.69005847953,0.846620146703,0.986581457436,0.973342972156,0.0
False,0,15,42,2,False,10,6,20,790,10,78,4.31100478469,0.634668018045,0.986595036864,0.973369766764,0.0
True,10,120,42,2,True,10,6,20,797,92,81,47.1926605505,1.71266285464e-08,0.948935440037,0.900478469359,0.0
False,0,30,42,2,False,10,6,20,679,20,72,3.43333333333,0.752817243183,0.986641128347,0.973460716147,0.0
True,10,60,42,2,False,10,6,20,857,60,79,13.2954924875,0.0385762517029,0.94362072338,0.890420069593,0.0
True,5,60,42,2,False,10,6,20,704,47,71,2.09756097561,0.910510687821,0.978885237161,0.958216307531,0.0
False,0,15,42,2,False,10,6,20,683,8,61,1.80664652568,0.936594744539,0.987657522587,0.975467381922,0.0
True,5,15,42,2,False,10,6,20,737,8,72,3.23123123123,0.77931522515,0.984051993294,0.968358325506,0.0
False,0,60,42,2,True,10,6,20,764,24,74,2.671875,0.848757980942,0.982226981817,0.96476984381,0.0
True,10,15,42,2,False,10,6,20,711,7,77,5.99317406143,0.423955163722,0.960997945984,0.923517052185,0.0
False,0,60,42,2,False,10,6,20,917,60,82,2.26045016077,0.89425499401,0.984647723592,0.969531139576,0.0
False,0,15,42,2,False,10,6,20,773,9,78,2.44444444444,0.874632669242,0.988737318441,0.977601484879,0.0
False,0,15,42,2,False,10,6,20,596,6,61,2.53386454183,0.864658598313,0.987858221613,0.975863866009,0.0
True,10,30,42,2,True,10,6,20,928,7,89,2.12162162162,0.908179971501,0.955949277482,0.913839021118,0.0
False,0,60,42,2,True,10,6,20,600,13,61,5.15555555556,0.524022538994,0.987664290765,0.975480751253,0.0
True,10,60,42,2,True,10,6,20,659,10,59,30.5794392523,3.04922827554e-05,0.967842579261,0.936719258231,0.0
False,0,60,42,2,False,10,6,20,716,43,73,1.86026200873,0.932091058795,0.983065385316,0.966417551806,0.0
True,10,60,42,2,True,10,6,20,778,24,76,23.4444444444,0.00066050256706,0.94494069895,0.892912924531,0.0
True,5,120,42,2,True,10,6,20,636,66,72,11.6739130435,0.0696515146619,0.969115782817,0.939185400505,0.0
False,0,30,42,2,True,10,6,20,741,6,72,1.59016393443,0.953281933803,0.9882099868,0.976558978011,0.0
